dictionary,country,year,dimension,source,count
the opposition,turkey,2020,electoral,bti,4
civil society,turkey,2020,participatory,bti,20
opposition parties,turkey,2020,electoral,bti,1
vote,turkey,2020,electoral,bti,3
contestation,turkey,2020,electoral,bti,1
unions,turkey,2020,participatory,bti,2
ngos,turkey,2020,participatory,bti,4
protest,turkey,2020,participatory,bti,1
voting,turkey,2020,electoral,bti,1
lgbt,turkey,2020,liberal_rights,bti,1
gender,turkey,2020,liberal_rights,bti,11
women,turkey,2020,liberal_rights,bti,11
participation,turkey,2020,participatory,bti,5
legal proceedings,turkey,2020,liberal_institution,bti,1
digitalization,turkey,2020,media,bti,1
sexual orientation,turkey,2020,liberal_rights,bti,1
antidiscrimination,turkey,2020,liberal_rights,bti,1
demonstrated,turkey,2020,participatory,bti,1
protests,turkey,2020,participatory,bti,4
campaigned,turkey,2020,electoral,bti,1
minor,turkey,2020,liberal_rights,bti,1
muslim,turkey,2020,liberal_rights,bti,3
liberalism,turkey,2020,liberal_rights,bti,1
representation,turkey,2020,electoral,bti,1
liberalization,turkey,2020,liberal_rights,bti,1
liberalization,moldova,2016,liberal_rights,bti,6
legal framework,moldova,2016,liberal_institution,bti,7
judges,moldova,2016,liberal_institution,bti,8
prosecutor,moldova,2016,liberal_institution,bti,9
demonstrate,moldova,2016,participatory,bti,1
striking,moldova,2016,participatory,bti,1
polarization,moldova,2016,participatory,bti,3
union,moldova,2016,participatory,bti,14
elections,moldova,2016,electoral,bti,11
civil society,moldova,2016,participatory,bti,18
minority,moldova,2016,liberal_rights,bti,2
election,moldova,2016,electoral,bti,9
polarized,moldova,2016,participatory,bti,2
strong opposition,moldova,2016,electoral,bti,1
voted,moldova,2016,electoral,bti,1
referendum,moldova,2016,participatory,bti,1
participation,moldova,2016,participatory,bti,6
demonstrated,moldova,2016,participatory,bti,4
liberals,moldova,2016,liberal_rights,bti,1
propaganda,moldova,2016,media,bti,1
ethnic,moldova,2016,liberal_rights,bti,4
demonstrates,moldova,2016,participatory,bti,1
church,moldova,2016,liberal_rights,bti,4
electoral,moldova,2016,electoral,bti,4
freedom of religion,moldova,2016,participatory,bti,2
muslim,moldova,2016,liberal_rights,bti,1
justice,moldova,2016,liberal_institution,bti,14
lgbt,moldova,2016,liberal_rights,bti,3
suffrage,moldova,2016,electoral,bti,1
court,moldova,2016,liberal_institution,bti,8
ngo,moldova,2016,participatory,bti,4
liberal,moldova,2016,liberal_rights,bti,7
contestants,moldova,2016,electoral,bti,1
media,moldova,2016,media,bti,10
campaign,moldova,2016,electoral,bti,2
impartial,moldova,2016,liberal_institution,bti,1
voting,moldova,2016,electoral,bti,2
elected,moldova,2016,electoral,bti,2
freedom of association,moldova,2016,participatory,bti,1
freedom of assembly,moldova,2016,participatory,bti,1
protests,moldova,2016,participatory,bti,1
participants,moldova,2016,participatory,bti,1
freedom of expression,moldova,2016,participatory,bti,5
press,moldova,2016,media,bti,1
censorship,moldova,2016,media,bti,3
journalists,moldova,2016,media,bti,1
journalistic,moldova,2016,media,bti,1
judiciary,moldova,2016,liberal_institution,bti,11
independent judiciary,moldova,2016,liberal_institution,bti,1
prosecutors,moldova,2016,liberal_institution,bti,2
contested,moldova,2016,electoral,bti,1
independence of the judiciary,moldova,2016,liberal_institution,bti,1
protesters,moldova,2016,participatory,bti,1
judge,moldova,2016,liberal_institution,bti,1
civil rights,moldova,2016,liberal_rights,bti,2
human rights,moldova,2016,liberal_rights,bti,2
discrimination,moldova,2016,liberal_rights,bti,4
representative party,moldova,2016,electoral,bti,1
representation,moldova,2016,electoral,bti,3
minor,moldova,2016,liberal_rights,bti,3
ngos,moldova,2016,participatory,bti,5
unions,moldova,2016,participatory,bti,1
ethnicity,moldova,2016,liberal_rights,bti,1
gender,moldova,2016,liberal_rights,bti,1
women,moldova,2016,liberal_rights,bti,4
liberalized,moldova,2016,liberal_rights,bti,1
discriminated,moldova,2016,liberal_rights,bti,1
impartiality,moldova,2016,liberal_institution,bti,1
minorities,moldova,2016,liberal_rights,bti,2
antidiscrimination,moldova,2016,liberal_rights,bti,2
access to information,moldova,2016,participatory,bti,2
access to justice,moldova,2016,liberal_institution,bti,1
participates,moldova,2016,participatory,bti,1
judging,moldova,2016,liberal_institution,bti,1
mandate,moldova,2016,electoral,bti,1
union,bosnia-herzegovina,2020,participatory,bti,44
campaigning,bosnia-herzegovina,2020,electoral,bti,3
elections,bosnia-herzegovina,2020,electoral,bti,22
election,bosnia-herzegovina,2020,electoral,bti,19
the opposition,bosnia-herzegovina,2020,electoral,bti,1
court,bosnia-herzegovina,2020,liberal_institution,bti,23
ethnic,bosnia-herzegovina,2020,liberal_rights,bti,33
protests,bosnia-herzegovina,2020,participatory,bti,8
protest,bosnia-herzegovina,2020,participatory,bti,4
political opposition,bosnia-herzegovina,2020,electoral,bti,2
demonstrated,bosnia-herzegovina,2020,participatory,bti,4
refugees,bosnia-herzegovina,2020,liberal_rights,bti,2
liberal,bosnia-herzegovina,2020,liberal_rights,bti,2
pluralization,bosnia-herzegovina,2020,electoral,bti,2
liberalizing,bosnia-herzegovina,2020,liberal_rights,bti,1
mandated,bosnia-herzegovina,2020,electoral,bti,1
mandate,bosnia-herzegovina,2020,electoral,bti,4
ethnically,bosnia-herzegovina,2020,liberal_rights,bti,4
electoral,bosnia-herzegovina,2020,electoral,bti,4
justice,bosnia-herzegovina,2020,liberal_institution,bti,9
ethnicity,bosnia-herzegovina,2020,liberal_rights,bti,2
referendum,bosnia-herzegovina,2020,participatory,bti,5
discriminated,bosnia-herzegovina,2020,liberal_rights,bti,2
discrimination,bosnia-herzegovina,2020,liberal_rights,bti,7
elected,bosnia-herzegovina,2020,electoral,bti,3
islamic,bosnia-herzegovina,2020,liberal_rights,bti,1
churches,bosnia-herzegovina,2020,liberal_rights,bti,1
muslims,bosnia-herzegovina,2020,liberal_rights,bti,1
refugee,bosnia-herzegovina,2020,liberal_rights,bti,1
asylum,bosnia-herzegovina,2020,liberal_rights,bti,2
suffrage,bosnia-herzegovina,2020,electoral,bti,1
discriminate,bosnia-herzegovina,2020,liberal_rights,bti,1
human rights,bosnia-herzegovina,2020,liberal_rights,bti,7
electing,bosnia-herzegovina,2020,electoral,bti,1
turnout,bosnia-herzegovina,2020,electoral,bti,1
campaign,bosnia-herzegovina,2020,electoral,bti,1
campaigns,bosnia-herzegovina,2020,electoral,bti,1
voting,bosnia-herzegovina,2020,electoral,bti,2
polling station,bosnia-herzegovina,2020,electoral,bti,1
representation,bosnia-herzegovina,2020,electoral,bti,1
freedom of association,bosnia-herzegovina,2020,participatory,bti,1
media,bosnia-herzegovina,2020,media,bti,12
internet,bosnia-herzegovina,2020,media,bti,1
freedom of assembly,bosnia-herzegovina,2020,participatory,bti,1
protesters,bosnia-herzegovina,2020,participatory,bti,1
ngos,bosnia-herzegovina,2020,participatory,bti,2
legal framework,bosnia-herzegovina,2020,liberal_institution,bti,5
freedom of expression,bosnia-herzegovina,2020,participatory,bti,1
defamation,bosnia-herzegovina,2020,media,bti,1
press,bosnia-herzegovina,2020,media,bti,1
freedom of information,bosnia-herzegovina,2020,participatory,bti,1
journalists,bosnia-herzegovina,2020,media,bti,5
separation of powers,bosnia-herzegovina,2020,liberal_institution,bti,1
judiciary,bosnia-herzegovina,2020,liberal_institution,bti,9
independent judiciary,bosnia-herzegovina,2020,liberal_institution,bti,1
checks,bosnia-herzegovina,2020,liberal_institution,bti,2
vote,bosnia-herzegovina,2020,electoral,bti,1
checks and balances,bosnia-herzegovina,2020,liberal_institution,bti,1
judiciaries,bosnia-herzegovina,2020,liberal_institution,bti,1
courts,bosnia-herzegovina,2020,liberal_institution,bti,5
prosecutors,bosnia-herzegovina,2020,liberal_institution,bti,1
independence of the judiciary,bosnia-herzegovina,2020,liberal_institution,bti,2
prosecutor,bosnia-herzegovina,2020,liberal_institution,bti,3
ethnicization,bosnia-herzegovina,2020,liberal_rights,bti,1
rule of law,bosnia-herzegovina,2020,liberal_institution,bti,2
civil rights,bosnia-herzegovina,2020,liberal_rights,bti,2
access to justice,bosnia-herzegovina,2020,liberal_institution,bti,1
women,bosnia-herzegovina,2020,liberal_rights,bti,5
minorities,bosnia-herzegovina,2020,liberal_rights,bti,3
electorate,bosnia-herzegovina,2020,electoral,bti,1
unions,bosnia-herzegovina,2020,participatory,bti,2
marginalized groups,bosnia-herzegovina,2020,liberal_rights,bti,1
civil society,bosnia-herzegovina,2020,participatory,bti,14
roma,bosnia-herzegovina,2020,liberal_rights,bti,2
gender,bosnia-herzegovina,2020,liberal_rights,bti,1
participation,bosnia-herzegovina,2020,participatory,bti,3
liberalization,bosnia-herzegovina,2020,liberal_rights,bti,1
liberalized,bosnia-herzegovina,2020,liberal_rights,bti,1
participated,bosnia-herzegovina,2020,participatory,bti,1
telecommunications,bosnia-herzegovina,2020,media,bti,1
minority,bosnia-herzegovina,2020,liberal_rights,bti,2
liberalize,bosnia-herzegovina,2020,liberal_rights,bti,1
csos,bosnia-herzegovina,2020,participatory,bti,5
protested,bosnia-herzegovina,2020,participatory,bti,1
polarized,bosnia-herzegovina,2020,participatory,bti,1
polarization,bosnia-herzegovina,2020,participatory,bti,3
opposition parties,bosnia-herzegovina,2020,electoral,bti,1
participate,bosnia-herzegovina,2020,participatory,bti,1
union,bosnia-herzegovina,2008,participatory,bti,6
electoral,bosnia-herzegovina,2008,electoral,bti,3
ethnic,bosnia-herzegovina,2008,liberal_rights,bti,38
elections,bosnia-herzegovina,2008,electoral,bti,24
ethnically,bosnia-herzegovina,2008,liberal_rights,bti,9
telecommunications,bosnia-herzegovina,2008,media,bti,1
refugee,bosnia-herzegovina,2008,liberal_rights,bti,2
civil society,bosnia-herzegovina,2008,participatory,bti,11
contested,bosnia-herzegovina,2008,electoral,bti,1
campaign,bosnia-herzegovina,2008,electoral,bti,2
referendum,bosnia-herzegovina,2008,participatory,bti,1
church,bosnia-herzegovina,2008,liberal_rights,bti,4
muslim,bosnia-herzegovina,2008,liberal_rights,bti,2
campaigns,bosnia-herzegovina,2008,electoral,bti,1
election,bosnia-herzegovina,2008,electoral,bti,2
human rights,bosnia-herzegovina,2008,liberal_rights,bti,11
court,bosnia-herzegovina,2008,liberal_institution,bti,9
ngos,bosnia-herzegovina,2008,participatory,bti,4
legal framework,bosnia-herzegovina,2008,liberal_institution,bti,4
media,bosnia-herzegovina,2008,media,bti,5
rule of law,bosnia-herzegovina,2008,liberal_institution,bti,2
judiciary,bosnia-herzegovina,2008,liberal_institution,bti,9
courts,bosnia-herzegovina,2008,liberal_institution,bti,3
prosecutors,bosnia-herzegovina,2008,liberal_institution,bti,2
mandate,bosnia-herzegovina,2008,electoral,bti,2
checks,bosnia-herzegovina,2008,liberal_institution,bti,1
checks and balances,bosnia-herzegovina,2008,liberal_institution,bti,1
judges,bosnia-herzegovina,2008,liberal_institution,bti,1
prosecutor,bosnia-herzegovina,2008,liberal_institution,bti,4
independence of the judiciary,bosnia-herzegovina,2008,liberal_institution,bti,1
due process,bosnia-herzegovina,2008,liberal_institution,bti,1
refugees,bosnia-herzegovina,2008,liberal_rights,bti,5
minorities,bosnia-herzegovina,2008,liberal_rights,bti,4
civil rights,bosnia-herzegovina,2008,liberal_rights,bti,2
roma,bosnia-herzegovina,2008,liberal_rights,bti,5
women,bosnia-herzegovina,2008,liberal_rights,bti,2
discriminated,bosnia-herzegovina,2008,liberal_rights,bti,1
elected,bosnia-herzegovina,2008,electoral,bti,1
campaigning,bosnia-herzegovina,2008,electoral,bti,2
voting,bosnia-herzegovina,2008,electoral,bti,1
minority,bosnia-herzegovina,2008,liberal_rights,bti,3
justice,bosnia-herzegovina,2008,liberal_institution,bti,2
ngo,bosnia-herzegovina,2008,participatory,bti,1
discrimination,bosnia-herzegovina,2008,liberal_rights,bti,1
freedom of information,bosnia-herzegovina,2008,participatory,bti,1
participation,bosnia-herzegovina,2008,participatory,bti,1
turnout,bosnia-herzegovina,2008,electoral,bti,1
justice,poland,2016,liberal_institution,bti,7
electoral,poland,2016,electoral,bti,7
contested,poland,2016,electoral,bti,3
samesex,poland,2016,liberal_rights,bti,2
vote,poland,2016,electoral,bti,3
the opposition,poland,2016,electoral,bti,4
elections,poland,2016,electoral,bti,11
union,poland,2016,participatory,bti,11
election,poland,2016,electoral,bti,8
liberalization,poland,2016,liberal_rights,bti,1
referendum,poland,2016,participatory,bti,2
pluralism,poland,2016,electoral,bti,2
rule of law,poland,2016,liberal_institution,bti,2
voted,poland,2016,electoral,bti,1
elected,poland,2016,electoral,bti,3
demonstrated,poland,2016,participatory,bti,2
liberal,poland,2016,liberal_rights,bti,3
ethnic,poland,2016,liberal_rights,bti,5
minorities,poland,2016,liberal_rights,bti,4
impartial,poland,2016,liberal_institution,bti,1
church,poland,2016,liberal_rights,bti,3
radio,poland,2016,media,bti,2
minority,poland,2016,liberal_rights,bti,1
freedom of association,poland,2016,participatory,bti,1
demonstrations,poland,2016,participatory,bti,2
demonstration,poland,2016,participatory,bti,1
minors,poland,2016,liberal_rights,bti,1
ngos,poland,2016,participatory,bti,4
protested,poland,2016,participatory,bti,1
plurality,poland,2016,electoral,bti,2
media,poland,2016,media,bti,4
demonstrate,poland,2016,participatory,bti,1
prosecutors,poland,2016,liberal_institution,bti,1
journalists,poland,2016,media,bti,2
prosecutor,poland,2016,liberal_institution,bti,1
court,poland,2016,liberal_institution,bti,4
freedom of information,poland,2016,participatory,bti,1
checks,poland,2016,liberal_institution,bti,2
separation of powers,poland,2016,liberal_institution,bti,1
checks and balances,poland,2016,liberal_institution,bti,2
courts,poland,2016,liberal_institution,bti,4
judiciary,poland,2016,liberal_institution,bti,2
justices,poland,2016,liberal_institution,bti,1
mandate,poland,2016,electoral,bti,1
website,poland,2016,media,bti,2
ombudsman,poland,2016,liberal_rights,bti,1
civil rights,poland,2016,liberal_rights,bti,1
human rights,poland,2016,liberal_rights,bti,3
antidiscrimination,poland,2016,liberal_rights,bti,2
petitions,poland,2016,participatory,bti,1
discrimination,poland,2016,liberal_rights,bti,1
participation,poland,2016,participatory,bti,9
representation,poland,2016,electoral,bti,2
votes,poland,2016,electoral,bti,1
turnout,poland,2016,electoral,bti,2
civil society,poland,2016,participatory,bti,7
unions,poland,2016,participatory,bti,3
participates,poland,2016,participatory,bti,1
demonstrates,poland,2016,participatory,bti,1
women,poland,2016,liberal_rights,bti,11
gender,poland,2016,liberal_rights,bti,3
liberalized,poland,2016,liberal_rights,bti,2
participants,poland,2016,participatory,bti,1
participating,poland,2016,participatory,bti,1
pressing,poland,2016,media,bti,2
protests,poland,2016,participatory,bti,3
ethnically,poland,2016,liberal_rights,bti,1
strikes,poland,2016,participatory,bti,1
opposition party,poland,2016,electoral,bti,2
liberalism,poland,2016,liberal_rights,bti,1
online,poland,2016,media,bti,2
opposition parties,poland,2016,electoral,bti,1
elections,poland,2014,electoral,bti,11
campaign,poland,2014,electoral,bti,3
justice,poland,2014,liberal_institution,bti,4
union,poland,2014,participatory,bti,14
the opposition,poland,2014,electoral,bti,4
church,poland,2014,liberal_rights,bti,16
elected,poland,2014,electoral,bti,3
votes,poland,2014,electoral,bti,2
opposition candidate,poland,2014,electoral,bti,1
referendum,poland,2014,participatory,bti,3
pluralism,poland,2014,electoral,bti,2
voted,poland,2014,electoral,bti,3
minority,poland,2014,liberal_rights,bti,3
liberal,poland,2014,liberal_rights,bti,5
legal framework,poland,2014,liberal_institution,bti,1
ethnic,poland,2014,liberal_rights,bti,4
minorities,poland,2014,liberal_rights,bti,3
vote,poland,2014,electoral,bti,3
electoral,poland,2014,electoral,bti,5
voting,poland,2014,electoral,bti,4
plurality,poland,2014,electoral,bti,2
participation,poland,2014,participatory,bti,2
women,poland,2014,liberal_rights,bti,10
freedom of association,poland,2014,participatory,bti,1
press,poland,2014,media,bti,2
media,poland,2014,media,bti,5
radio,poland,2014,media,bti,4
television,poland,2014,media,bti,1
newspaper,poland,2014,media,bti,1
freedom of expression,poland,2014,participatory,bti,1
separation of powers,poland,2014,liberal_institution,bti,1
